text,category
iCloud storage 01/28,Subscription
jewelry purchase $396.56,Shopping
language learning app txn-80741091,Education
book purchase txn-56014457,Other
i bought escape room $353.53,Entertainment
Heating bill cicrTl,Utilities
paid $270.09 for certification exam,Education
Car insurance $17.60 last week,Transport
Spent 212.42 on Kitchen supplies,Shopping
Bought Car insurance for $468.70,Transport
physical therapy 03/19,Healthcare
Paid 466.19 for Therapy session,Healthcare
bought maintenance for $96.35,Housing
online shopping order jermaineview,Shopping
Paid $272.68 for iCloud storage,Subscription
charged $45.77 to donation,Other
had to pay $85.60 for Certification exam,Education
Trash collection 03/11,Utilities
Lyft ride 03/25,Transport
YouTube Premium cost $460.86,Subscription
home insurance txn-32402391,Housing
Paid $445.52 for Adobe Creative Cloud,Subscription
Target groceries 02/18,Food
I paid $242.11 at Netflix subscription,Subscription
parking ticket 03/19,Transport
Dental checkup TXN-30638099,Healthcare
Spent $336.70 on Microsoft 365,Subscription
Comedy show 03/04,Entertainment
i spent $275.40 on target groceries,Food
Paid $347.02 for Pet food on 01/19,Other
house payment dakotaberg,Housing
target groceries,Food
I spent $100.87 on Parking ticket,Transport
Spent $193.54 on Health insurance premium,Healthcare
Hulu subscription TXN-07991561,Subscription
$467.53 for Therapy session,Healthcare
had to pay $210.49 for maintenance,Housing
Zoo visit Lake Kenneth,Entertainment
Bought Gym membership for $73.68,Subscription
electronics store 03/11,Shopping
subway pass cost $28.16 last week,Transport
dining at olive garden port michael,Food
apartment rent cost me 359.68,Housing
Starbucks cost me 482.10 on 03/26,Food
Vitamins and supplements cost me 228.80 this week,Healthcare
had to pay $397.17 for Lab tests,Healthcare
Internet service TXN-92163768,Utilities
purchased Amazon purchase for $88.95,Shopping
doctor copay $72.55,Other
I paid $186.17 at Karaoke night,Entertainment
certification exam,Education
I paid $209.44 at Kitchen supplies,Shopping
i spent $264.65 on coursera subscription,Education
purchased Language learning app for $177.30,Education
purchased Taxi for $189.78,Transport
Health insurance premium Nguyenborough,Healthcare
mortgage kleinmouth,Housing
Movie theater cost me 178.40,Entertainment
i paid $111.63 at doctor visit,Healthcare
amazon purchase,Shopping
Phone bill AT&T 04/20,Utilities
Spent 390.91 on Gym membership,Subscription
Paid 79.29 for KFC,Food
donation,Other
Haircut,Other
Udemy course cost $212.80,Education
Shoes purchase 01/15,Shopping
Spent 416.71 on Gas bill,Utilities
Paid 380.11 for Trash collection,Utilities
$440.39 for HBO Max,Subscription
apartment rent,Housing
i spent $139.63 on gift,Other
Uber trip $493.04 on 02/23,Transport
had to pay $440.56 for Starbucks this week,Food
Bought Hulu subscription for $266.23,Subscription
Amazon purchase Boylemouth,Shopping
Apartment rent cost me 255.04,Housing
Heating bill cost me 39.23 this morning,Utilities
costco groceries txn-11480471,Food
Spent $21.92 on Certification exam,Education
Apartment rent 04/07,Housing
Workshop fee,Education
HOA fees 02/23,Housing
Movie theater 04/10,Entertainment
iCloud storage Leblancside,Subscription
I spent 447.17 on Phone bill AT&T on 02/06,Utilities
Coffee shop TXN-95398679,Food
had to pay $226.12 for Health insurance premium,Healthcare
Disney+ subscription 04/16,Subscription
Coursera subscription cost me 392.82,Education
paid $20.29 for pet food,Other
I spent 448.55 on Haircut last month,Other
Heating bill,Utilities
I paid $494.79 at Theme park,Entertainment
purchased Udemy course for $453.92,Education
i spent 17.45 on taxi,Transport
paid $452.78 for apartment rent,Housing
Starbucks,Food
electronics store clarkestad,Shopping
pet food south michaelfurt,Other
Bus ticket TXN-22567055,Transport
bowling,Entertainment
Microsoft 365 Lake Rachelfort,Subscription
Zoo visit 03/05,Entertainment
Lunch at work Angelaview,Food
Tutoring session cost $177.23,Education
online shopping order $194.38 on 03/22,Shopping
Home decor,Shopping
House payment East Sharon,Housing
Mortgage 01/03,Housing
apartment rent txn-37723750,Housing
vitamins and supplements 02/28,Healthcare
Karaoke night 02/05,Entertainment
Jewelry purchase 04/09,Shopping
Spent $257.69 on Movie theater,Entertainment
paid $13.34 for maintenance,Housing
playstation plus 04/15,Subscription
Trash collection TXN-40172453 WFRkSX,Utilities
purchased Lunch at work for $340.12 today,Food
certification exam harrisville,Education
charged $104.98 to lyft ride,Transport
I bought Oil change $278.03,Transport
Paid $66.31 for Online shopping order IUTBSs,Shopping
taxi txn-92252318,Transport
Comedy show 03/04,Entertainment
Apple Music New Josephville,Subscription
karaoke night new katie,Entertainment
paid $199.93 for coffee shop today,Food
$250.79 for Health insurance premium,Healthcare
Charged $319.84 to Dry cleaning this morning,Other
i paid $445.47 at clothing store,Shopping
House payment TXN-15221148,Housing
youtube premium cost me 498.35,Subscription
purchased walmart groceries for $452.21,Food
paid $309.29 for shoes purchase,Shopping
Bought Bowling for $289.25 on 02/21 diRreh,Entertainment
Apartment rent cost me 416.59,Housing
paid 442.56 for shoes purchase,Shopping
Pizza delivery 01/26,Food
Gift cost $442.09,Other
Charged $240.80 to Escape room today,Entertainment
Spent $359.19 on Electronics store this morning,Shopping
Lunch at work 03/06,Food
I spent 117.80 on Karaoke night,Entertainment
I spent $135.32 on Google One storage on Monday,Subscription
Taxi Smithfort,Transport
bought disney+ subscription for $397.70 last week,Subscription
i paid $179.27 at museum tickets today,Entertainment
Subway pass 03/03,Transport
i paid $82.17 at netflix subscription,Subscription
Spent 138.08 on Starbucks,Food
book purchase 01/06,Other
paid 35.68 for gas bill,Utilities
haircut 01/31,Other
Water bill cost $288.61 yesterday,Utilities
tutoring session,Education
spent 236.54 on bowling,Entertainment
paid $206.80 for health insurance premium this week,Healthcare
had to pay $237.36 for Coffee shop,Food
paid 163.85 for workshop fee yesterday,Education
tutoring session bennettburgh qEXIgL,Education
Bought Property tax for $286.78,Housing
Department store West Josephborough,Shopping
Whole Foods TXN-90909917,Food
HOA fees Brooksshire,Housing
spent 133.17 on language learning app last month,Education
Whole Foods cost me 447.85,Food
I paid $386.69 at Car insurance today,Transport
cell phone bill txn-76509476,Utilities
Phone bill AT&T cost me 144.61,Utilities
playstation plus 04/03,Subscription
Tutoring session $384.86 yOQaQz,Education
playstation plus ashleyberg,Subscription
Movie theater,Entertainment
amazon purchase danielberg,Shopping
Home decor 02/03 dcnPdq,Shopping
Udemy course TXN-97954804,Education
i spent $267.54 on jewelry purchase,Shopping
Spent 323.72 on Amazon purchase yesterday,Shopping
purchased Dining at Olive Garden for $496.43,Food
I spent $90.63 on Furniture store,Shopping
Paid $354.94 for Home decor,Shopping
Spent 304.01 on Apple Music,Subscription
i spent $295.63 on mortgage last month,Housing
bus ticket lake noahton,Transport
Spent 51.79 on Comedy show,Entertainment
subway pass 02/04,Transport
spent $179.27 on kitchen supplies,Shopping
Paid 393.54 for Doctor visit,Healthcare
had to pay $177.11 for shoes purchase,Shopping
gas station cost $99.70,Transport
apartment rent txn-03681503,Housing
maintenance txn-33057507,Housing
Physical therapy TXN-62284189,Healthcare
i spent $263.01 on museum tickets,Entertainment
$333.44 for Book purchase this morning,Other
i spent $32.14 on parking ticket,Transport
Movie theater Port Andrewmouth,Entertainment
Cell phone bill 04/18,Utilities
zoo visit txn-88906508,Entertainment
I spent 156.13 on Whole Foods,Food
Dental checkup,Healthcare
Furniture store 02/12,Shopping
had to pay $202.43 for Dry cleaning,Other
Spent $349.68 on Tutoring session on Monday,Education
Furniture store cost me 116.65,Shopping
I paid $393.37 at Udemy course,Education
Tutoring session,Education
i paid $455.30 at phone bill at&t on 03/19,Utilities
Whole Foods,Food
Urgent care visit 03/26,Healthcare
hulu subscription txn-24053051,Subscription
Disney+ subscription,Subscription
Paid 190.74 for Escape room last month,Entertainment
Bought House payment for $347.68,Housing
apartment rent,Housing
Maintenance 03/15,Housing
movie theater txn-99551551,Entertainment
$376.33 for online course YSumjz,Education
paid $60.33 for youtube premium,Subscription
$120.58 for lab tests,Healthcare
Uber trip 02/03,Transport
Apartment rent TXN-76017452,Housing
Paid 270.72 for Karaoke night,Entertainment
Oil change,Transport
had to pay $19.91 for Donation,Other
i bought clothing store $180.59,Shopping
I bought Pet food $449.17,Other
i spent $234.28 on trash collection,Utilities
Electronics store 03/12,Shopping
had to pay $233.04 for Trash collection last month,Utilities
Lunch at work,Food
Bowling Mooreberg,Entertainment
Eye exam TXN-35833581,Healthcare
$407.97 for Adobe Creative Cloud today,Subscription
Gift 03/05,Other
Heating bill 02/24,Utilities
Charged $24.90 to Health insurance premium on Monday,Healthcare
I paid $433.12 at Water bill,Utilities
Arcade games West Wanda,Entertainment
had to pay $289.62 for Museum tickets,Entertainment
Electronics store 03/26,Shopping
Donation,Other
bought costco groceries for $26.06,Food
Kitchen supplies cost $12.78 on 02/09,Shopping
Paid 264.58 for Home insurance,Housing
Paid 387.13 for Lunch at work,Food
Department store $434.33,Shopping
i bought book purchase $426.43,Other
audible membership davidsonshire,Subscription
Parking ticket cost me 253.72 YklygN,Transport
i spent $373.96 on comedy show on 04/17,Entertainment
purchased Comedy show for $455.77 last month,Entertainment
Tutoring session TXN-66059837,Education
I bought Amazon Prime $172.69 on 03/07,Subscription
whole foods lake barbara,Food
amazon prime 01/13,Subscription
Paid $225.34 for Lab tests,Healthcare
Gas bill 02/11,Utilities
doctor copay 01/23,Other
i spent 263.50 on gym membership,Subscription
Spent $313.72 on Subway pass today,Transport
Spent $490.37 on Target groceries,Food
Paid $144.59 for Bowling on 03/11,Entertainment
KFC,Food
Gift TXN-02204352,Other
$254.44 for home decor,Shopping
Spent $361.53 on Health insurance premium,Healthcare
Department store 03/21,Shopping
taxi west carla,Transport
i spent 26.64 on whole foods,Food
Paid 101.25 for Phone bill AT&T,Utilities
Physical therapy,Healthcare
$48.01 for Urgent care visit on Monday,Healthcare
icloud storage txn-66163756,Subscription
Parking ticket,Transport
Mortgage TXN-20068530,Housing
home insurance 03/27,Housing
i bought electric bill $155.29,Utilities
Mortgage 02/22,Housing
Microsoft 365 cost me 408.03,Subscription
Apartment rent 02/17,Housing
paid 27.62 for doctor copay,Other
Target groceries cost $119.70,Food
Pizza delivery $220.90 yesterday,Food
purchased Car repair for $431.76,Transport
doctor visit,Healthcare
clothing store 04/18,Shopping
I spent 207.12 on Microsoft 365 today,Subscription
Charged $403.05 to Escape room,Entertainment
physical therapy 03/02,Healthcare
bought maintenance for $339.65,Housing
Paid $210.97 for Car insurance yesterday,Transport
Maintenance Roberthaven,Housing
Paid 452.30 for Lunch at work,Food
museum tickets txn-75125851,Entertainment
spent 476.14 on jewelry purchase,Shopping
had to pay $182.21 for Doctor copay rXBgsV,Other
purchased Gym membership for $247.70,Subscription
Phone bill AT&T TXN-99898427,Utilities
I spent 182.02 on Textbook purchase,Education
Cell phone bill TXN-74523313,Utilities
Paid 380.92 for Workshop fee,Education
Certification exam 02/15,Education
Spent $437.05 on McDonalds,Food
Donation cost $427.33,Other
pet food north michaelberg,Other
charged $215.22 to pharmacy prescription,Healthcare
Bought Electric bill for $269.90,Utilities
Charged $212.54 to Bowling,Entertainment
Health insurance premium Port Wanda,Healthcare
purchased Museum tickets for $118.52 today,Entertainment
Spent 255.24 on Property tax,Housing
Subway sandwich $389.57 on Monday,Food
Comedy show 01/12,Entertainment
Electronics store 04/10,Shopping
Book purchase cost me 318.03,Other
spent 427.10 on apartment rent,Housing
Paid 323.85 for Pet food,Other
I spent $59.49 on Cell phone bill,Utilities
purchased Maintenance for $467.03,Housing
Doctor visit 04/14 SFIpnL,Healthcare
Pharmacy prescription,Healthcare
$76.08 for Tuition payment,Education
iCloud storage,Subscription
Paid 315.63 for Amazon Prime on Monday,Subscription
Pharmacy cost $199.73,Other
purchased Apartment rent for $455.04 AkJFqI,Housing
purchased karaoke night for $16.94,Entertainment
Charged $418.00 to Arcade games,Entertainment
Subway sandwich TXN-23743601,Food
Home insurance 02/05,Housing
Karaoke night TXN-73807179,Entertainment
had to pay $199.18 for Pet food,Other
I spent 180.54 on Coffee shop,Food
Paid $413.33 for Apartment rent,Housing
Spent $189.83 on Parking ticket,Transport
Electric bill,Utilities
Movie theater,Entertainment
textbook purchase,Education
Dental checkup Figueroaville,Healthcare
Dental checkup cost $399.26,Healthcare
bowling 02/24,Entertainment
Rent payment $459.97 today,Housing
Paid $24.79 for Arcade games,Entertainment
Spent $320.92 on Phone bill AT&T,Utilities
Paid 328.24 for Cell phone bill yesterday,Utilities
Book purchase,Other
Bought Tutoring session for $488.17,Education
Movie theater 01/30,Entertainment
Zoo visit East Melissaport,Entertainment
spent $189.50 on kfc,Food
Bus ticket Lake Blake,Transport
house payment txn-54428546,Housing
Home decor Bentleyport,Shopping
Online shopping order TXN-26424620,Shopping
purchased netflix subscription for $371.31,Subscription
Paid $399.83 for Water bill,Utilities
Arcade games cost me 460.68 yesterday,Entertainment
Subway pass Lake Michele,Transport
Paid $99.87 for School supplies,Education
spent 469.19 on rent payment,Housing
Bowling 04/21,Entertainment
Movie theater $136.01 on Monday,Entertainment
PlayStation Plus,Subscription
Subway pass TXN-66548829,Transport
Bought Department store for $478.97 today,Shopping
lyft ride murphyside wTyZsG,Transport
Rent payment $305.82,Housing
$231.39 for udemy course,Education
Escape room $256.38,Entertainment
therapy session txn-22901408,Healthcare
I spent $432.95 on KFC on Monday,Food
Movie theater cost $259.99 this week,Entertainment
i spent $220.44 on water bill,Utilities
icloud storage 03/21,Subscription
I spent $123.86 on KFC,Food
spent 448.62 on phone bill at&t,Utilities
pharmacy prescription $424.63,Healthcare
Car insurance,Transport
had to pay $465.83 for Bus ticket,Transport
